timestamp,symbol,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10
20/8/21 0:00,LINKUSDT.HB,27.0727,27.0707,27.07,27.0699,27.0689,27.0678,27.0675,27.0668,27.0636,27.0635,14.72,36.93,38.52,83.99,77,637.29,48.6,36.92,143.64,1.67,27.0875,27.0881,27.0884,27.0885,27.0888,27.0889,27.0892,27.0893,27.0955,27.0966,22,95,90,13.34,90,95,10.99,10.99,10,20
20/8/21 0:00,LINKUSDT.HB,27.0551,27.0529,27.0522,27.0484,27.0482,27.0474,27.0461,27.0435,27.0427,27.0426,2.81,2.5,2.5,2.94,14.59,10,112.6,52.65,122.17,8.69,27.0647,27.0649,27.065,27.0652,27.0665,27.0692,27.0705,27.0706,27.0722,27.0723,95,14.4,105.6,424.14,3.01,18.48,73.92,20,10.88,10
20/8/21 0:00,LINKUSDT.HB,27.0381,27.0377,27.0375,27.0348,27.033,27.0319,27.0315,27.0296,27.0292,27.0289,88.62,5.62,20,16.42,52.65,124.78,73.93,0.74,8.69,2.5,27.0483,27.0484,27.063,27.0631,27.0632,27.0633,27.0637,27.0639,27.0641,27.0646,351.692328,0.56,14.4,5.59,22,10.88,95,10.88,95,10.88
20/8/21 0:00,LINKUSDT.HB,27.0337,27.0294,27.0293,27.0292,27.0289,27.0285,27.0282,27.028,27.0272,27.0222,0.74,95,2.3,6.93,2.5,8.69,2.55,1.89,2.5,84.23,27.0436,27.0437,27.0449,27.0451,27.0476,27.0477,27.0478,27.0484,27.0538,27.055,41.24,87.60456225,2.6,95,62.06,10.88,23.5717031,0.56,32.4,115
20/8/21 0:00,LINKUSDT.HB,27.0116,27.0086,27.0079,27.0066,27.005,27.0042,27.0041,27.0038,27.0024,27.0023,75.26,2.5,0.51,0.52,67.3,0.52,105.36,35.75,8.69,2.5,27.0282,27.0287,27.0288,27.0292,27.0319,27.0369,27.037,27.0375,27.0395,27.0414,95,332.18,4.89,0.2,67.5,10.88,10.88,16.96,55.2,5
20/8/21 0:00,LINKUSDT.HB,27.0082,27.0069,27.0056,27.005,27.0042,27.0041,27.0024,27.0023,27.0012,27.0004,92.02,40,79.33,1.55,0.52,105.36,8.69,2.5,0.45,111.87,27.0197,27.0198,27.0199,27.02,27.0232,27.0244,27.0246,27.0262,27.0292,27.0304,11.89,5.26,10.88,10.88,67.5,55.2,152,5,0.2,16.42
20/8/21 0:00,LINKUSDT.HB,27.0102,27.0051,27.005,27.0042,27.0039,27.0024,27.0023,27.0012,27.0001,27,47.48,0.36,1.55,0.52,20,8.69,2.5,0.45,104.37,509.35,27.0177,27.0179,27.018,27.0232,27.0243,27.0246,27.0292,27.0341,27.0359,27.0367,1.472892437,10.88,5,67.5,55.2,152,0.2,913.17,55.93,1.03
20/8/21 0:01,LINKUSDT.HB,27.0051,27.005,27.0042,27.0028,27.0024,27.0023,27.0015,27.0012,27.0002,27.0001,95,1.55,0.52,20,8.69,2.5,40,0.45,2.33,104.37,27.0162,27.0163,27.0173,27.0177,27.0178,27.018,27.0232,27.0244,27.0262,27.0275,10.88,10.88,11.02,16.96,10.88,5,67.5,370.16,18.51,74.04
20/8/21 0:01,LINKUSDT.HB,27.0093,27.0051,27.005,27.0042,27.0038,27.0025,27.0024,27.0023,27.0012,27.001,95,7.52,1.55,0.52,20,20,8.69,2.5,0.45,40,27.0156,27.0157,27.0177,27.018,27.0231,27.0232,27.0278,27.0292,27.0302,27.0315,9.78,9.78,16.96,5,3.63,67.5,55.2,0.2,18.5,74.02
20/8/21 0:01,LINKUSDT.HB,27.043,27.0269,27.0268,27.0238,27.023,27.0209,27.0208,27.0207,27.0194,27.0177,9.99,178.96,95,14.2,31.68,16.42,90,92.02,11.45,8.51,27.0476,27.0484,27.0486,27.0601,27.0607,27.0632,27.0639,27.0661,27.0666,27.0678,111.99,0.56,3.08,55.2,0.74,24.5,70,3.55,2.5,36.26
